SalesPersonID,GeoID,ProductID,Date,Sales,Quantity,Revenue,SalesPersonName,Brand,Location,Country,Region,ProductName,Category,Size,Price
SP12,G2,P18,2021-07-01 00:00:00,8155,84,272,Karlen McCaffrey,Yummies,Wellington,USA,Americas,Manuka Honey Choco,Other,SMALL,4.75
SP15,G5,P02,2021-07-01 00:00:00,1995,212,167,Kelci Walkden,Yummies,Wellington,Australia,APAC,50% Dark Bites,Bites,LARGE,2.57
SP15,G2,P20,2021-07-01 00:00:00,3535,22,169,Kelci Walkden,Yummies,Wellington,USA,Americas,Smooth Sliky Salty,Bars,SMALL,2.97
SP18,G4,P05,2021-07-01 00:00:00,5033,142,360,Madelene Upcott,Jucies,Wellington,New Zealand,APAC,Mint Chip Choco,Bars,LARGE,1.54
SP18,G2,P19,2021-07-01 00:00:00,5068,35,461,Madelene Upcott,Jucies,Wellington,USA,Americas,70% Dark Bites,Bites,SMALL,4.97
SP11,G4,P14,2021-07-02 00:00:00,399,117,37,Husein Augar,Yummies,Wellington,New Zealand,APAC,White Choc,Other,SMALL,0.16
SP21,G6,P17,2021-07-02 00:00:00,1246,235,43,Mallorie Waber,,Seattle,UK,Europe,Caramel Stuffed Bars,Bars,SMALL,0.54
SP16,G1,P18,2021-07-02 00:00:00,3423,464,127,Marney O\'Breen,Jucies,Wellington,India,APAC,Manuka Honey Choco,Other,SMALL,4.75
SP03,G2,P09,2021-07-02 00:00:00,2632,150,329,Gunar Cockshoot,Yummies,Hyderabad,USA,Americas,Orange Choco,Bars,LARGE,7.14
SP01,G5,P13,2021-07-02 00:00:00,5474,83,274,Barr Faughny,Yummies,Hyderabad,Australia,APAC,85% Dark Bars,Bars,SMALL,0.64
SP15,G3,P02,2021-07-02 00:00:00,84,204,9,Kelci Walkden,Yummies,Wellington,Canada,Americas,50% Dark Bites,Bites,LARGE,2.57
SP17,G2,P18,2021-07-02 00:00:00,4228,26,157,Rafaelita Blaksland,,Wellington,USA,Americas,Manuka Honey Choco,Other,SMALL,4.75
SP23,G4,P10,2021-07-02 00:00:00,5418,253,258,Van Tuxwell,Yummies,Seattle,New Zealand,APAC,Spicy Special Slims,Bites,LARGE,5.79
SP03,G6,P03,2021-07-02 00:00:00,2373,252,132,Gunar Cockshoot,Yummies,Hyderabad,UK,Europe,Almond Choco,Bars,LARGE,9.6
SP06,G3,P02,2021-07-02 00:00:00,8659,245,963,Curtice Advani,Delish,Hyderabad,Canada,Americas,50% Dark Bites,Bites,LARGE,2.57
SP09,G6,P21,2021-07-02 00:00:00,11361,43,758,Andria Kimpton,Jucies,Hyderabad,UK,Europe,Choco Coated Almonds,Bites,SMALL,6.17
SP18,G4,P10,2021-07-02 00:00:00,462,312,21,Madelene Upcott,Jucies,Wellington,New Zealand,APAC,Spicy Special Slims,Bites,LARGE,5.79
SP07,G6,P06,2021-07-02 00:00:00,3668,96,175,Kaine Padly,Delish,Hyderabad,UK,Europe,Eclairs,Bites,LARGE,2.24
SP12,G4,P17,2021-07-02 00:00:00,2534,17,102,Karlen McCaffrey,Yummies,Wellington,New Zealand,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP04,G6,P06,2021-07-05 00:00:00,5838,290,325,Wilone O\'Kielt,Delish,Hyderabad,UK,Europe,Eclairs,Bites,LARGE,2.24
SP19,G6,P07,2021-07-05 00:00:00,8036,50,366,Beverie Moffet,Jucies,Seattle,UK,Europe,Drinking Coco,Other,LARGE,1.62
SP20,G5,P06,2021-07-05 00:00:00,3311,215,195,Oby Sorrel,Jucies,Seattle,Australia,APAC,Eclairs,Bites,LARGE,2.24
SP24,G1,P18,2021-07-05 00:00:00,21,128,1,Roddy Speechley,Delish,Seattle,India,APAC,Manuka Honey Choco,Other,SMALL,4.75
SP20,G5,P13,2021-07-05 00:00:00,6979,36,349,Oby Sorrel,Jucies,Seattle,Australia,APAC,85% Dark Bars,Bars,SMALL,0.64
SP03,G3,P21,2021-07-05 00:00:00,7308,34,366,Gunar Cockshoot,Yummies,Hyderabad,Canada,Americas,Choco Coated Almonds,Bites,SMALL,6.17
SP03,G4,P13,2021-07-05 00:00:00,14609,22,812,Gunar Cockshoot,Yummies,Hyderabad,New Zealand,APAC,85% Dark Bars,Bars,SMALL,0.64
SP02,G3,P21,2021-07-06 00:00:00,7721,264,368,Dennison Crosswaite,Yummies,Hyderabad,Canada,Americas,Choco Coated Almonds,Bites,SMALL,6.17
SP19,G4,P19,2021-07-06 00:00:00,6944,446,463,Beverie Moffet,Jucies,Seattle,New Zealand,APAC,70% Dark Bites,Bites,SMALL,4.97
SP25,G1,P02,2021-07-06 00:00:00,3738,117,234,Camilla Castle,Delish,Seattle,India,APAC,50% Dark Bites,Bites,LARGE,2.57
SP08,G5,P06,2021-07-06 00:00:00,13867,155,730,Ches Bonnell,,Hyderabad,Australia,APAC,Eclairs,Bites,LARGE,2.24
SP12,G6,P08,2021-07-06 00:00:00,6664,152,392,Karlen McCaffrey,Yummies,Wellington,UK,Europe,99% Dark & Pure,Bars,LARGE,2.47
SP20,G2,P07,2021-07-06 00:00:00,4802,41,161,Oby Sorrel,Jucies,Seattle,USA,Americas,Drinking Coco,Other,LARGE,1.62
SP24,G3,P04,2021-07-06 00:00:00,11410,15,571,Roddy Speechley,Delish,Seattle,Canada,Americas,Raspberry Choco,Bars,LARGE,4.09
SP06,G1,P21,2021-07-06 00:00:00,308,205,22,Curtice Advani,Delish,Hyderabad,India,APAC,Choco Coated Almonds,Bites,SMALL,6.17
SP19,G4,P01,2021-07-07 00:00:00,2009,87,75,Beverie Moffet,Jucies,Seattle,New Zealand,APAC,Milk Bars,Bars,LARGE,1.52
SP08,G3,P02,2021-07-07 00:00:00,2191,4,200,Ches Bonnell,,Hyderabad,Canada,Americas,50% Dark Bites,Bites,LARGE,2.57
SP03,G1,P07,2021-07-07 00:00:00,5642,147,217,Gunar Cockshoot,Yummies,Hyderabad,India,APAC,Drinking Coco,Other,LARGE,1.62
SP12,G3,P01,2021-07-07 00:00:00,511,295,20,Karlen McCaffrey,Yummies,Wellington,Canada,Americas,Milk Bars,Bars,LARGE,1.52
SP24,G3,P02,2021-07-07 00:00:00,19754,175,1976,Roddy Speechley,Delish,Seattle,Canada,Americas,50% Dark Bites,Bites,LARGE,2.57
SP14,G3,P07,2021-07-07 00:00:00,1547,286,65,Dotty Strutley,Delish,Wellington,Canada,Americas,Drinking Coco,Other,LARGE,1.62
SP19,G4,P03,2021-07-07 00:00:00,4991,532,294,Beverie Moffet,Jucies,Seattle,New Zealand,APAC,Almond Choco,Bars,LARGE,9.6
SP14,G4,P18,2021-07-07 00:00:00,17647,186,679,Dotty Strutley,Delish,Wellington,New Zealand,APAC,Manuka Honey Choco,Other,SMALL,4.75
SP24,G5,P06,2021-07-07 00:00:00,12593,37,969,Roddy Speechley,Delish,Seattle,Australia,APAC,Eclairs,Bites,LARGE,2.24
SP13,G5,P12,2021-07-07 00:00:00,4368,51,398,Jan Morforth,Delish,Wellington,Australia,APAC,Fruit & Nut Bars,Bars,LARGE,1.58
SP12,G6,P02,2021-07-07 00:00:00,8715,182,727,Karlen McCaffrey,Yummies,Wellington,UK,Europe,50% Dark Bites,Bites,LARGE,2.57
SP01,G6,P21,2021-07-07 00:00:00,1617,314,102,Barr Faughny,Yummies,Hyderabad,UK,Europe,Choco Coated Almonds,Bites,SMALL,6.17
SP10,G2,P21,2021-07-07 00:00:00,1085,110,58,Brien Boise,Jucies,Wellington,USA,Americas,Choco Coated Almonds,Bites,SMALL,6.17
SP14,G4,P16,2021-07-07 00:00:00,4256,283,158,Dotty Strutley,Delish,Wellington,New Zealand,APAC,Organic Choco Syrup,Other,SMALL,1.47
SP10,G6,P21,2021-07-07 00:00:00,175,24,8,Brien Boise,Jucies,Wellington,UK,Europe,Choco Coated Almonds,Bites,SMALL,6.17
SP24,G3,P19,2021-07-07 00:00:00,10689,151,713,Roddy Speechley,Delish,Seattle,Canada,Americas,70% Dark Bites,Bites,SMALL,4.97
SP07,G2,P06,2021-07-07 00:00:00,7798,9,557,Kaine Padly,Delish,Hyderabad,USA,Americas,Eclairs,Bites,LARGE,2.24
SP23,G1,P15,2021-07-07 00:00:00,1036,76,87,Van Tuxwell,Yummies,Seattle,India,APAC,Baker\'s Choco Chips,Bars,SMALL,3.4
SP08,G4,P14,2021-07-07 00:00:00,2107,17,163,Ches Bonnell,,Hyderabad,New Zealand,APAC,White Choc,Other,SMALL,0.16
SP19,G4,P11,2021-07-07 00:00:00,7098,348,237,Beverie Moffet,Jucies,Seattle,New Zealand,APAC,After Nines,Bites,LARGE,4.43
SP09,G3,P09,2021-07-07 00:00:00,3073,94,513,Andria Kimpton,Jucies,Hyderabad,Canada,Americas,Orange Choco,Bars,LARGE,7.14
SP06,G6,P15,2021-07-07 00:00:00,5145,13,343,Curtice Advani,Delish,Hyderabad,UK,Europe,Baker\'s Choco Chips,Bars,SMALL,3.4
SP05,G4,P16,2021-07-07 00:00:00,4620,166,185,Gigi Bohling,Delish,Hyderabad,New Zealand,APAC,Organic Choco Syrup,Other,SMALL,1.47
SP12,G1,P01,2021-07-08 00:00:00,6062,244,217,Karlen McCaffrey,Yummies,Wellington,India,APAC,Milk Bars,Bars,LARGE,1.52
SP10,G5,P22,2021-07-08 00:00:00,7581,171,304,Brien Boise,Jucies,Wellington,Australia,APAC,Peanut Butter Cubes,Bites,SMALL,3.57
SP08,G4,P04,2021-07-08 00:00:00,2198,17,105,Ches Bonnell,,Hyderabad,New Zealand,APAC,Raspberry Choco,Bars,LARGE,4.09
SP24,G1,P01,2021-07-08 00:00:00,1946,51,65,Roddy Speechley,Delish,Seattle,India,APAC,Milk Bars,Bars,LARGE,1.52
SP24,G3,P17,2021-07-08 00:00:00,2800,230,108,Roddy Speechley,Delish,Seattle,Canada,Americas,Caramel Stuffed Bars,Bars,SMALL,0.54
SP25,G6,P20,2021-07-08 00:00:00,7182,332,360,Camilla Castle,Delish,Seattle,UK,Europe,Smooth Sliky Salty,Bars,SMALL,2.97
SP22,G2,P21,2021-07-08 00:00:00,7301,287,522,Jehu Rudeforth,,Seattle,USA,Americas,Choco Coated Almonds,Bites,SMALL,6.17
SP20,G3,P16,2021-07-08 00:00:00,10108,107,349,Oby Sorrel,Jucies,Seattle,Canada,Americas,Organic Choco Syrup,Other,SMALL,1.47
SP17,G1,P18,2021-07-08 00:00:00,5369,97,174,Rafaelita Blaksland,,Wellington,India,APAC,Manuka Honey Choco,Other,SMALL,4.75
SP18,G3,P21,2021-07-08 00:00:00,2667,96,167,Madelene Upcott,Jucies,Wellington,Canada,Americas,Choco Coated Almonds,Bites,SMALL,6.17
SP04,G4,P17,2021-07-08 00:00:00,16779,215,646,Wilone O\'Kielt,Delish,Hyderabad,New Zealand,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP22,G4,P19,2021-07-08 00:00:00,10521,132,1169,Jehu Rudeforth,,Seattle,New Zealand,APAC,70% Dark Bites,Bites,SMALL,4.97
SP21,G5,P22,2021-07-08 00:00:00,1113,82,51,Mallorie Waber,,Seattle,Australia,APAC,Peanut Butter Cubes,Bites,SMALL,3.57
SP21,G6,P14,2021-07-08 00:00:00,13188,301,1015,Mallorie Waber,,Seattle,UK,Europe,White Choc,Other,SMALL,0.16
SP15,G2,P04,2021-07-08 00:00:00,4760,53,340,Kelci Walkden,Yummies,Wellington,USA,Americas,Raspberry Choco,Bars,LARGE,4.09
SP14,G1,P02,2021-07-08 00:00:00,6461,153,808,Dotty Strutley,Delish,Wellington,India,APAC,50% Dark Bites,Bites,LARGE,2.57
SP13,G3,P09,2021-07-08 00:00:00,6454,180,718,Jan Morforth,Delish,Wellington,Canada,Americas,Orange Choco,Bars,LARGE,7.14
SP09,G3,P12,2021-07-08 00:00:00,1757,125,118,Andria Kimpton,Jucies,Hyderabad,Canada,Americas,Fruit & Nut Bars,Bars,LARGE,1.58
SP21,G4,P08,2021-07-08 00:00:00,2618,83,110,Mallorie Waber,,Seattle,New Zealand,APAC,99% Dark & Pure,Bars,LARGE,2.47
SP14,G1,P07,2021-07-09 00:00:00,10815,100,373,Dotty Strutley,Delish,Wellington,India,APAC,Drinking Coco,Other,LARGE,1.62
SP07,G6,P07,2021-07-09 00:00:00,12488,358,500,Kaine Padly,Delish,Hyderabad,UK,Europe,Drinking Coco,Other,LARGE,1.62
SP22,G3,P06,2021-07-09 00:00:00,4536,139,239,Jehu Rudeforth,,Seattle,Canada,Americas,Eclairs,Bites,LARGE,2.24
SP01,G1,P08,2021-07-09 00:00:00,1645,379,83,Barr Faughny,Yummies,Hyderabad,India,APAC,99% Dark & Pure,Bars,LARGE,2.47
SP03,G4,P14,2021-07-12 00:00:00,1883,63,135,Gunar Cockshoot,Yummies,Hyderabad,New Zealand,APAC,White Choc,Other,SMALL,0.16
SP12,G5,P02,2021-07-12 00:00:00,7091,92,546,Karlen McCaffrey,Yummies,Wellington,Australia,APAC,50% Dark Bites,Bites,LARGE,2.57
SP07,G5,P19,2021-07-12 00:00:00,7763,351,555,Kaine Padly,Delish,Hyderabad,Australia,APAC,70% Dark Bites,Bites,SMALL,4.97
SP01,G4,P01,2021-07-12 00:00:00,2534,46,111,Barr Faughny,Yummies,Hyderabad,New Zealand,APAC,Milk Bars,Bars,LARGE,1.52
SP15,G2,P16,2021-07-12 00:00:00,91,26,4,Kelci Walkden,Yummies,Wellington,USA,Americas,Organic Choco Syrup,Other,SMALL,1.47
SP16,G3,P01,2021-07-12 00:00:00,1813,31,73,Marney O\'Breen,Jucies,Wellington,Canada,Americas,Milk Bars,Bars,LARGE,1.52
SP09,G2,P04,2021-07-12 00:00:00,3430,263,215,Andria Kimpton,Jucies,Hyderabad,USA,Americas,Raspberry Choco,Bars,LARGE,4.09
SP11,G6,P20,2021-07-12 00:00:00,7063,18,416,Husein Augar,Yummies,Wellington,UK,Europe,Smooth Sliky Salty,Bars,SMALL,2.97
SP17,G6,P17,2021-07-12 00:00:00,3780,38,158,Rafaelita Blaksland,,Wellington,UK,Europe,Caramel Stuffed Bars,Bars,SMALL,0.54
SP07,G4,P05,2021-07-13 00:00:00,1456,61,91,Kaine Padly,Delish,Hyderabad,New Zealand,APAC,Mint Chip Choco,Bars,LARGE,1.54
SP07,G6,P15,2021-07-13 00:00:00,7889,337,494,Kaine Padly,Delish,Hyderabad,UK,Europe,Baker\'s Choco Chips,Bars,SMALL,3.4
SP23,G3,P16,2021-07-13 00:00:00,693,248,23,Van Tuxwell,Yummies,Seattle,Canada,Americas,Organic Choco Syrup,Other,SMALL,1.47
SP16,G2,P09,2021-07-13 00:00:00,9548,32,735,Marney O\'Breen,Jucies,Wellington,USA,Americas,Orange Choco,Bars,LARGE,7.14
SP04,G4,P21,2021-07-13 00:00:00,4445,211,203,Wilone O\'Kielt,Delish,Hyderabad,New Zealand,APAC,Choco Coated Almonds,Bites,SMALL,6.17
SP10,G3,P14,2021-07-13 00:00:00,1288,228,86,Brien Boise,Jucies,Wellington,Canada,Americas,White Choc,Other,SMALL,0.16
SP15,G3,P13,2021-07-13 00:00:00,6167,322,257,Kelci Walkden,Yummies,Wellington,Canada,Americas,85% Dark Bars,Bars,SMALL,0.64
SP05,G6,P03,2021-07-13 00:00:00,6909,112,364,Gigi Bohling,Delish,Hyderabad,UK,Europe,Almond Choco,Bars,LARGE,9.6
SP08,G5,P02,2021-07-13 00:00:00,2296,122,154,Ches Bonnell,,Hyderabad,Australia,APAC,50% Dark Bites,Bites,LARGE,2.57
SP03,G4,P05,2021-07-14 00:00:00,406,15,24,Gunar Cockshoot,Yummies,Hyderabad,New Zealand,APAC,Mint Chip Choco,Bars,LARGE,1.54
SP04,G1,P07,2021-07-14 00:00:00,1904,199,71,Wilone O\'Kielt,Delish,Hyderabad,India,APAC,Drinking Coco,Other,LARGE,1.62
SP14,G6,P03,2021-07-14 00:00:00,9443,168,430,Dotty Strutley,Delish,Wellington,UK,Europe,Almond Choco,Bars,LARGE,9.6
SP14,G2,P18,2021-07-14 00:00:00,1232,7,38,Dotty Strutley,Delish,Wellington,USA,Americas,Manuka Honey Choco,Other,SMALL,4.75
SP05,G6,P05,2021-07-14 00:00:00,1519,9,95,Gigi Bohling,Delish,Hyderabad,UK,Europe,Mint Chip Choco,Bars,LARGE,1.54
SP24,G6,P12,2021-07-14 00:00:00,231,299,14,Roddy Speechley,Delish,Seattle,UK,Europe,Fruit & Nut Bars,Bars,LARGE,1.58
SP16,G3,P11,2021-07-15 00:00:00,4907,212,205,Marney O\'Breen,Jucies,Wellington,Canada,Americas,After Nines,Bites,LARGE,4.43
SP20,G5,P08,2021-07-15 00:00:00,5999,430,316,Oby Sorrel,Jucies,Seattle,Australia,APAC,99% Dark & Pure,Bars,LARGE,2.47
SP21,G6,P16,2021-07-15 00:00:00,2863,158,99,Mallorie Waber,,Seattle,UK,Europe,Organic Choco Syrup,Other,SMALL,1.47
SP02,G5,P16,2021-07-15 00:00:00,3430,118,132,Dennison Crosswaite,Yummies,Hyderabad,Australia,APAC,Organic Choco Syrup,Other,SMALL,1.47
SP22,G3,P17,2021-07-15 00:00:00,13405,229,463,Jehu Rudeforth,,Seattle,Canada,Americas,Caramel Stuffed Bars,Bars,SMALL,0.54
SP13,G2,P18,2021-07-15 00:00:00,1981,260,67,Jan Morforth,Delish,Wellington,USA,Americas,Manuka Honey Choco,Other,SMALL,4.75
SP14,G5,P02,2021-07-15 00:00:00,9373,17,1042,Dotty Strutley,Delish,Wellington,Australia,APAC,50% Dark Bites,Bites,LARGE,2.57
SP11,G6,P13,2021-07-15 00:00:00,12089,104,637,Husein Augar,Yummies,Wellington,UK,Europe,85% Dark Bars,Bars,SMALL,0.64
SP16,G2,P07,2021-07-15 00:00:00,2940,405,109,Marney O\'Breen,Jucies,Wellington,USA,Americas,Drinking Coco,Other,LARGE,1.62
SP14,G4,P21,2021-07-15 00:00:00,2149,82,127,Dotty Strutley,Delish,Wellington,New Zealand,APAC,Choco Coated Almonds,Bites,SMALL,6.17
SP13,G3,P14,2021-07-15 00:00:00,7378,104,462,Jan Morforth,Delish,Wellington,Canada,Americas,White Choc,Other,SMALL,0.16
SP21,G3,P11,2021-07-15 00:00:00,945,59,30,Mallorie Waber,,Seattle,Canada,Americas,After Nines,Bites,LARGE,4.43
SP14,G2,P05,2021-07-15 00:00:00,1225,62,82,Dotty Strutley,Delish,Wellington,USA,Americas,Mint Chip Choco,Bars,LARGE,1.54
SP02,G3,P02,2021-07-15 00:00:00,8484,201,606,Dennison Crosswaite,Yummies,Hyderabad,Canada,Americas,50% Dark Bites,Bites,LARGE,2.57
SP10,G5,P15,2021-07-15 00:00:00,2009,75,155,Brien Boise,Jucies,Wellington,Australia,APAC,Baker\'s Choco Chips,Bars,SMALL,3.4
SP13,G2,P09,2021-07-15 00:00:00,11473,80,1913,Jan Morforth,Delish,Wellington,USA,Americas,Orange Choco,Bars,LARGE,7.14
SP07,G1,P22,2021-07-15 00:00:00,945,18,45,Kaine Padly,Delish,Hyderabad,India,APAC,Peanut Butter Cubes,Bites,SMALL,3.57
SP19,G5,P11,2021-07-15 00:00:00,973,97,41,Beverie Moffet,Jucies,Seattle,Australia,APAC,After Nines,Bites,LARGE,4.43
SP09,G6,P14,2021-07-15 00:00:00,6517,36,593,Andria Kimpton,Jucies,Hyderabad,UK,Europe,White Choc,Other,SMALL,0.16
SP11,G4,P07,2021-07-16 00:00:00,7798,84,312,Husein Augar,Yummies,Wellington,New Zealand,APAC,Drinking Coco,Other,LARGE,1.62
SP11,G4,P05,2021-07-16 00:00:00,966,171,57,Husein Augar,Yummies,Wellington,New Zealand,APAC,Mint Chip Choco,Bars,LARGE,1.54
SP04,G4,P02,2021-07-16 00:00:00,917,75,77,Wilone O\'Kielt,Delish,Hyderabad,New Zealand,APAC,50% Dark Bites,Bites,LARGE,2.57
SP09,G6,P01,2021-07-16 00:00:00,434,211,17,Andria Kimpton,Jucies,Hyderabad,UK,Europe,Milk Bars,Bars,LARGE,1.52
SP14,G5,P07,2021-07-16 00:00:00,9037,509,323,Dotty Strutley,Delish,Wellington,Australia,APAC,Drinking Coco,Other,LARGE,1.62
SP13,G5,P20,2021-07-16 00:00:00,364,17,22,Jan Morforth,Delish,Wellington,Australia,APAC,Smooth Sliky Salty,Bars,SMALL,2.97
SP12,G2,P03,2021-07-16 00:00:00,7903,14,416,Karlen McCaffrey,Yummies,Wellington,USA,Americas,Almond Choco,Bars,LARGE,9.6
SP05,G2,P13,2021-07-16 00:00:00,8540,154,389,Gigi Bohling,Delish,Hyderabad,USA,Americas,85% Dark Bars,Bars,SMALL,0.64
SP18,G3,P05,2021-07-16 00:00:00,4130,64,207,Madelene Upcott,Jucies,Wellington,Canada,Americas,Mint Chip Choco,Bars,LARGE,1.54
SP02,G2,P06,2021-07-16 00:00:00,2653,161,166,Dennison Crosswaite,Yummies,Hyderabad,USA,Americas,Eclairs,Bites,LARGE,2.24
SP22,G6,P06,2021-07-16 00:00:00,7133,84,549,Jehu Rudeforth,,Seattle,UK,Europe,Eclairs,Bites,LARGE,2.24
SP09,G2,P17,2021-07-16 00:00:00,6678,32,268,Andria Kimpton,Jucies,Hyderabad,USA,Americas,Caramel Stuffed Bars,Bars,SMALL,0.54
SP11,G1,P18,2021-07-16 00:00:00,9884,258,396,Husein Augar,Yummies,Wellington,India,APAC,Manuka Honey Choco,Other,SMALL,4.75
SP18,G5,P02,2021-07-16 00:00:00,11417,45,1269,Madelene Upcott,Jucies,Wellington,Australia,APAC,50% Dark Bites,Bites,LARGE,2.57
SP09,G1,P18,2021-07-16 00:00:00,11039,91,409,Andria Kimpton,Jucies,Hyderabad,India,APAC,Manuka Honey Choco,Other,SMALL,4.75
SP07,G5,P16,2021-07-16 00:00:00,189,229,7,Kaine Padly,Delish,Hyderabad,Australia,APAC,Organic Choco Syrup,Other,SMALL,1.47
SP18,G1,P21,2021-07-16 00:00:00,2835,6,135,Madelene Upcott,Jucies,Wellington,India,APAC,Choco Coated Almonds,Bites,SMALL,6.17
SP12,G3,P16,2021-07-16 00:00:00,4214,116,141,Karlen McCaffrey,Yummies,Wellington,Canada,Americas,Organic Choco Syrup,Other,SMALL,1.47
SP11,G1,P06,2021-07-16 00:00:00,3031,505,145,Husein Augar,Yummies,Wellington,India,APAC,Eclairs,Bites,LARGE,2.24
SP25,G1,P13,2021-07-16 00:00:00,4851,131,211,Camilla Castle,Delish,Seattle,India,APAC,85% Dark Bars,Bars,SMALL,0.64
SP13,G6,P06,2021-07-16 00:00:00,4543,364,240,Jan Morforth,Delish,Wellington,UK,Europe,Eclairs,Bites,LARGE,2.24
SP11,G5,P15,2021-07-19 00:00:00,3108,210,389,Husein Augar,Yummies,Wellington,Australia,APAC,Baker\'s Choco Chips,Bars,SMALL,3.4
SP14,G6,P07,2021-07-19 00:00:00,3563,69,128,Dotty Strutley,Delish,Wellington,UK,Europe,Drinking Coco,Other,LARGE,1.62
SP24,G1,P04,2021-07-19 00:00:00,8981,173,499,Roddy Speechley,Delish,Seattle,India,APAC,Raspberry Choco,Bars,LARGE,4.09
SP06,G3,P07,2021-07-19 00:00:00,833,105,34,Curtice Advani,Delish,Hyderabad,Canada,Americas,Drinking Coco,Other,LARGE,1.62
SP21,G3,P18,2021-07-19 00:00:00,4165,20,155,Mallorie Waber,,Seattle,Canada,Americas,Manuka Honey Choco,Other,SMALL,4.75
SP06,G4,P07,2021-07-19 00:00:00,896,211,36,Curtice Advani,Delish,Hyderabad,New Zealand,APAC,Drinking Coco,Other,LARGE,1.62
SP06,G3,P15,2021-07-19 00:00:00,12943,9,925,Curtice Advani,Delish,Hyderabad,Canada,Americas,Baker\'s Choco Chips,Bars,SMALL,3.4
SP09,G1,P08,2021-07-19 00:00:00,3983,327,182,Andria Kimpton,Jucies,Hyderabad,India,APAC,99% Dark & Pure,Bars,LARGE,2.47
SP13,G5,P10,2021-07-20 00:00:00,4025,73,161,Jan Morforth,Delish,Wellington,Australia,APAC,Spicy Special Slims,Bites,LARGE,5.79
SP02,G4,P08,2021-07-20 00:00:00,4809,169,241,Dennison Crosswaite,Yummies,Hyderabad,New Zealand,APAC,99% Dark & Pure,Bars,LARGE,2.47
SP11,G5,P06,2021-07-20 00:00:00,6398,106,400,Husein Augar,Yummies,Wellington,Australia,APAC,Eclairs,Bites,LARGE,2.24
SP14,G2,P20,2021-07-20 00:00:00,2387,160,171,Dotty Strutley,Delish,Wellington,USA,Americas,Smooth Sliky Salty,Bars,SMALL,2.97
SP20,G1,P15,2021-07-20 00:00:00,5789,245,446,Oby Sorrel,Jucies,Seattle,India,APAC,Baker\'s Choco Chips,Bars,SMALL,3.4
SP22,G2,P18,2021-07-20 00:00:00,6769,60,219,Jehu Rudeforth,,Seattle,USA,Americas,Manuka Honey Choco,Other,SMALL,4.75
SP25,G6,P14,2021-07-20 00:00:00,3248,113,271,Camilla Castle,Delish,Seattle,UK,Europe,White Choc,Other,SMALL,0.16
SP07,G3,P16,2021-07-20 00:00:00,11473,290,499,Kaine Padly,Delish,Hyderabad,Canada,Americas,Organic Choco Syrup,Other,SMALL,1.47
SP02,G1,P04,2021-07-20 00:00:00,819,135,49,Dennison Crosswaite,Yummies,Hyderabad,India,APAC,Raspberry Choco,Bars,LARGE,4.09
SP20,G2,P22,2021-07-20 00:00:00,6195,66,239,Oby Sorrel,Jucies,Seattle,USA,Americas,Peanut Butter Cubes,Bites,SMALL,3.57
SP06,G2,P22,2021-07-20 00:00:00,2961,24,119,Curtice Advani,Delish,Hyderabad,USA,Americas,Peanut Butter Cubes,Bites,SMALL,3.57
SP12,G5,P10,2021-07-20 00:00:00,3360,247,147,Karlen McCaffrey,Yummies,Wellington,Australia,APAC,Spicy Special Slims,Bites,LARGE,5.79
SP11,G2,P03,2021-07-20 00:00:00,10059,284,592,Husein Augar,Yummies,Wellington,USA,Americas,Almond Choco,Bars,LARGE,9.6
SP09,G6,P10,2021-07-20 00:00:00,5257,278,229,Andria Kimpton,Jucies,Hyderabad,UK,Europe,Spicy Special Slims,Bites,LARGE,5.79
SP23,G2,P20,2021-07-21 00:00:00,1596,244,84,Van Tuxwell,Yummies,Seattle,USA,Americas,Smooth Sliky Salty,Bars,SMALL,2.97
SP12,G1,P17,2021-07-21 00:00:00,8316,85,320,Karlen McCaffrey,Yummies,Wellington,India,APAC,Caramel Stuffed Bars,Bars,SMALL,0.54
SP02,G6,P02,2021-07-21 00:00:00,3283,356,235,Dennison Crosswaite,Yummies,Hyderabad,UK,Europe,50% Dark Bites,Bites,LARGE,2.57
SP12,G1,P11,2021-07-21 00:00:00,6727,113,217,Karlen McCaffrey,Yummies,Wellington,India,APAC,After Nines,Bites,LARGE,4.43
SP10,G5,P13,2021-07-21 00:00:00,1344,252,68,Brien Boise,Jucies,Wellington,Australia,APAC,85% Dark Bars,Bars,SMALL,0.64
SP04,G5,P05,2021-07-21 00:00:00,4774,72,319,Wilone O\'Kielt,Delish,Hyderabad,Australia,APAC,Mint Chip Choco,Bars,LARGE,1.54
SP12,G2,P01,2021-07-21 00:00:00,399,243,14,Karlen McCaffrey,Yummies,Wellington,USA,Americas,Milk Bars,Bars,LARGE,1.52
SP22,G5,P01,2021-07-21 00:00:00,3024,301,121,Jehu Rudeforth,,Seattle,Australia,APAC,Milk Bars,Bars,LARGE,1.52
SP13,G5,P03,2021-07-21 00:00:00,602,126,41,Jan Morforth,Delish,Wellington,Australia,APAC,Almond Choco,Bars,LARGE,9.6
SP15,G1,P21,2021-07-21 00:00:00,8673,94,434,Kelci Walkden,Yummies,Wellington,India,APAC,Choco Coated Almonds,Bites,SMALL,6.17
SP16,G5,P20,2021-07-21 00:00:00,12404,192,591,Marney O\'Breen,Jucies,Wellington,Australia,APAC,Smooth Sliky Salty,Bars,SMALL,2.97
